name,Count!!RACE!!Total population,Count!!HISPANIC OR LATINO BY RACE!!Total population!!Not Hispanic or Latino!!Two or More Races,Count!!HISPANIC OR LATINO BY RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone,Count!!HISPANIC OR LATINO BY RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Count!!HISPANIC OR LATINO BY RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone,Count!!HISPANIC OR LATINO BY RACE!!Total population!!Not Hispanic or Latino!!Asian alone,Count!!HISPANIC OR LATINO BY RACE!!Total population!!Hispanic or Latino,Count!!HISPANIC OR LATINO BY RACE!!Total population!!Not Hispanic or Latino!!White alone,Zip Code Area
ZCTA5 16041,1781,41,2,0,3,2,18,1711,16041
ZCTA5 16045,1195,72,2,0,12,4,39,1058,16045
ZCTA5 16046,19257,599,10,3,250,1291,547,16489,16046
ZCTA5 16048,168,6,0,0,0,2,1,158,16048
ZCTA5 16049,3098,68,0,1,8,6,29,2978,16049
ZCTA5 16050,1250,46,2,0,3,0,9,1184,16050
ZCTA5 16051,2895,133,5,0,7,7,18,2721,16051
ZCTA5 16052,2283,71,2,0,4,15,30,2160,16052
ZCTA5 16053,4028,119,4,0,5,15,44,3830,16053
ZCTA5 16054,418,5,0,0,1,1,2,403,16054
ZCTA5 16055,8886,264,11,1,25,57,90,8432,16055
ZCTA5 16056,4779,94,0,0,18,17,35,4608,16056
ZCTA5 16057,14327,541,14,2,317,310,299,12778,16057
ZCTA5 16059,9520,246,2,0,29,109,160,8949,16059
ZCTA5 16061,2499,89,3,0,10,5,23,2363,16061
ZCTA5 16063,7596,233,1,1,36,67,137,7108,16063
ZCTA5 16066,32922,1102,26,12,618,1417,978,28606,16066
ZCTA5 16101,31960,1999,41,0,2737,90,873,26108,16101
ZCTA5 16102,5468,346,5,0,153,13,89,4846,16102
ZCTA5 16105,15420,539,9,0,373,127,240,14082,16105
ZCTA5 16110,357,8,0,0,0,1,1,346,16110
ZCTA5 16111,1244,28,1,0,2,2,6,1204,16111
ZCTA5 16112,1525,47,0,0,5,0,21,1448,16112
ZCTA5 16113,330,6,0,0,2,0,4,318,16113
ZCTA5 16114,613,23,1,0,0,1,3,585,16114
ZCTA5 16115,3324,117,1,3,16,3,34,3135,16115
ZCTA5 16116,2573,78,1,0,11,9,38,2436,16116
ZCTA5 16117,16459,874,11,3,146,54,243,15100,16117
ZCTA5 16120,2221,70,0,0,10,1,19,2121,16120
ZCTA5 16121,4258,283,4,0,1980,17,82,1852,16121
ZCTA5 16123,2158,56,1,0,5,17,16,2058,16123
ZCTA5 16124,1923,81,0,0,3,3,16,1816,16124
ZCTA5 16125,17198,592,14,3,214,111,237,16004,16125
ZCTA5 16127,15298,577,22,3,191,134,262,14053,16127
ZCTA5 16130,1964,60,1,0,0,5,9,1887,16130
ZCTA5 16131,971,26,1,0,1,2,10,930,16131
ZCTA5 16132,380,14,0,0,0,0,2,364,16132
ZCTA5 16133,1365,37,0,0,3,0,9,1315,16133
ZCTA5 16134,3498,102,6,3,2,7,28,3345,16134
ZCTA5 16136,748,32,0,0,9,2,9,689,16136
ZCTA5 16137,12654,386,7,0,635,51,175,11380,16137
ZCTA5 16140,226,8,0,0,0,0,0,216,16140
ZCTA5 16141,1653,121,0,0,4,3,21,1498,16141
ZCTA5 16142,5906,168,3,0,48,15,86,5570,16142
ZCTA5 16143,2398,60,3,0,2,6,19,2297,16143
ZCTA5 16145,2586,109,5,0,10,4,21,2430,16145
ZCTA5 16146,13181,985,21,1,2165,90,316,9530,16146
ZCTA5 16148,16673,594,18,5,793,213,224,14758,16148
ZCTA5 16150,7172,298,7,0,99,34,92,6620,16150
ZCTA5 16151,69,2,1,0,2,0,1,63,16151
ZCTA5 16153,2451,87,5,1,5,2,19,2328,16153
ZCTA5 16154,2354,123,1,0,11,3,39,2170,16154
ZCTA5 16155,100,4,0,0,4,0,0,92,16155
ZCTA5 16156,3218,121,1,0,21,8,28,3031,16156
ZCTA5 16157,3112,152,1,2,18,6,44,2879,16157
ZCTA5 16159,4264,182,1,1,70,11,42,3952,16159
ZCTA5 16160,799,21,0,0,10,2,4,760,16160
ZCTA5 16161,597,29,1,0,89,1,14,460,16161
ZCTA5 16172,707,17,0,0,45,0,9,635,16172
ZCTA5 16201,17236,496,21,0,94,52,166,16368,16201
ZCTA5 16210,961,24,1,0,2,0,2,932,16210
ZCTA5 16211,115,0,1,0,0,0,0,114,16211
ZCTA5 16212,324,5,0,0,0,0,0,319,16212
ZCTA5 16213,132,2,0,0,1,0,1,127,16213
ZCTA5 16214,8308,278,16,3,349,125,199,7305,16214
ZCTA5 16217,59,1,0,0,0,0,0,58,16217
ZCTA5 16218,1041,20,0,0,10,0,7,1003,16218
ZCTA5 16220,45,1,0,0,0,0,0,44,16220
ZCTA5 16222,2557,56,0,0,1,4,10,2486,16222
ZCTA5 16223,142,1,0,0,0,0,0,141,16223
ZCTA5 16224,1086,37,0,2,4,0,12,1027,16224
ZCTA5 16226,7880,238,7,5,79,12,55,7460,16226
ZCTA5 16228,361,12,0,0,3,7,3,335,16228
ZCTA5 16229,4978,114,2,0,14,19,51,4772,16229
ZCTA5 16230,477,13,0,0,0,0,3,461,16230
ZCTA5 16232,4479,111,3,2,12,6,26,4308,16232
ZCTA5 16233,1161,10,0,0,2,2,8,1139,16233
ZCTA5 16235,1223,37,0,0,7,0,3,1175,16235
ZCTA5 16236,250,8,0,0,5,0,1,236,16236
ZCTA5 16238,382,16,0,0,1,1,5,359,16238
ZCTA5 16239,4196,37,5,0,1232,12,300,2609,16239
ZCTA5 16240,1520,41,1,1,6,2,7,1462,16240
ZCTA5 16242,4623,88,1,0,25,12,34,4445,16242
ZCTA5 16244,247,4,0,0,0,0,0,243,16244
ZCTA5 16245,199,1,0,0,0,0,1,197,16245
ZCTA5 16246,220,7,0,0,0,0,1,212,16246
ZCTA5 16248,3141,100,0,1,12,7,15,3001,16248
ZCTA5 16249,1717,34,0,0,3,2,19,1658,16249
ZCTA5 16250,404,13,0,0,0,0,8,383,16250
ZCTA5 16253,161,10,0,0,0,0,0,151,16253
ZCTA5 16254,3174,80,5,3,63,16,35,2964,16254
ZCTA5 16255,1932,35,7,0,3,2,13,1861,16255
ZCTA5 16256,2076,35,1,0,3,1,12,2021,16256
ZCTA5 16258,1774,37,2,2,28,2,10,1688,16258
ZCTA5 16259,1725,47,2,0,3,0,14,1657,16259
ZCTA5 16260,229,6,0,0,0,0,4,218,16260
ZCTA5 16262,2783,74,2,0,8,13,9,2670,16262
ZCTA5 16263,330,7,0,0,0,0,2,321,16263
ZCTA5 16301,14935,616,17,4,196,34,242,13806,16301
ZCTA5 16311,514,27,1,0,0,0,7,478,16311
ZCTA5 16312,17,1,0,0,0,0,0,16,16312
ZCTA5 16313,1691,53,1,0,3,4,18,1609,16313
ZCTA5 16314,5296,136,12,1,14,20,37,5068,16314
ZCTA5 16316,5056,146,6,1,5,17,61,4811,16316
ZCTA5 16317,1306,32,0,1,2,1,10,1259,16317
ZCTA5 16319,1401,39,3,0,4,4,12,1337,16319
ZCTA5 16321,43,3,0,0,0,0,0,39,16321
ZCTA5 16322,123,0,0,0,0,0,0,123,16322
ZCTA5 16323,15116,691,21,2,167,63,174,13971,16323
ZCTA5 16326,377,2,0,0,0,0,0,374,16326
ZCTA5 16327,2557,72,4,2,13,6,23,2436,16327
ZCTA5 16328,183,6,0,0,1,1,0,175,16328
ZCTA5 16329,378,7,0,0,0,2,0,366,16329
ZCTA5 16331,87,3,0,0,0,0,0,84,16331
ZCTA5 16332,119,4,0,0,0,0,0,115,16332
ZCTA5 16333,311,2,0,0,0,1,1,307,16333
ZCTA5 16334,416,6,0,0,1,0,2,407,16334
ZCTA5 16335,27452,1283,33,10,1002,207,585,24245,16335
ZCTA5 16340,1775,38,1,1,2,2,17,1714,16340
ZCTA5 16341,1975,85,0,0,7,7,21,1850,16341
ZCTA5 16342,2092,73,0,1,20,7,17,1965,16342
ZCTA5 16343,405,22,2,0,4,2,1,374,16343
ZCTA5 16344,457,19,3,0,1,1,1,432,16344
ZCTA5 16345,3562,115,4,0,5,27,39,3368,16345
ZCTA5 16346,2846,63,9,0,3,16,18,2732,16346
ZCTA5 16347,1924,64,7,1,3,4,14,1829,16347
ZCTA5 16350,2669,96,7,0,5,7,16,2532,16350
ZCTA5 16351,1493,55,2,0,0,3,17,1406,16351
ZCTA5 16352,243,7,1,0,1,0,1,231,16352
ZCTA5 16353,2690,78,2,0,3,5,14,2583,16353
ZCTA5 16354,10255,431,19,2,76,35,142,9518,16354
ZCTA5 16360,1261,54,2,0,1,4,15,1181,16360
ZCTA5 16361,61,2,0,0,1,0,0,58,16361
ZCTA5 16362,1085,43,3,1,4,0,11,1019,16362
ZCTA5 16364,1363,33,0,0,1,3,3,1323,16364
ZCTA5 16365,17428,692,41,1,113,92,229,16235,16365
ZCTA5 16370,157,8,0,0,0,0,6,143,16370
ZCTA5 16371,3218,112,5,0,11,8,28,3054,16371
ZCTA5 16372,435,25,0,0,2,4,2,402,16372
ZCTA5 16373,3355,100,8,0,44,21,25,3149,16373
ZCTA5 16374,1789,53,0,0,9,4,12,1706,16374
ZCTA5 16401,4209,135,6,2,13,11,54,3981,16401
ZCTA5 16402,734,29,0,0,0,2,7,696,16402
ZCTA5 16403,6626,180,7,1,282,29,148,5956,16403
ZCTA5 16404,3113,116,2,0,5,1,20,2960,16404
ZCTA5 16405,646,39,0,0,0,0,8,599,16405
ZCTA5 16406,3383,110,5,1,18,14,21,3207,16406
ZCTA5 16407,10526,528,20,0,48,20,106,9791,16407
ZCTA5 16410,1798,83,1,1,1,0,18,1689,16410
ZCTA5 16411,1323,57,0,0,5,1,18,1242,16411
ZCTA5 16412,9292,375,15,0,111,51,166,8547,16412
ZCTA5 16415,9898,335,19,0,84,293,242,8908,16415
ZCTA5 16416,166,15,0,0,0,0,0,151,16416
ZCTA5 16417,8109,281,12,0,21,25,135,7611,16417
ZCTA5 16420,599,24,3,0,1,1,3,566,16420
ZCTA5 16421,2351,72,0,0,5,6,35,2229,16421
ZCTA5 16422,309,15,0,0,0,0,2,292,16422
ZCTA5 16423,4122,174,3,0,38,5,109,3773,16423
ZCTA5 16424,4405,131,3,0,17,10,56,4179,16424
ZCTA5 16426,3785,125,3,0,15,4,42,3575,16426
ZCTA5 16427,238,3,0,0,0,0,3,232,16427
ZCTA5 16428,12524,565,12,2,99,51,282,11481,16428
ZCTA5 16430,101,2,0,0,0,0,2,96,16430
ZCTA5 16433,4982,145,1,0,38,7,68,4710,16433
ZCTA5 16434,3118,87,12,4,5,1,23,2972,16434
ZCTA5 16435,1764,61,2,0,10,0,13,1676,16435
ZCTA5 16436,706,32,0,2,0,0,8,664,16436
ZCTA5 16438,7504,316,11,2,14,23,85,7032,16438
ZCTA5 16440,816,40,1,0,0,3,6,763,16440
ZCTA5 16441,10240,390,17,3,36,70,145,9556,16441
ZCTA5 16442,2750,147,1,0,13,6,21,2561,16442
ZCTA5 16443,1330,50,1,0,6,1,17,1250,16443
ZCTA5 16444,1202,16,1,0,143,10,56,976,16444
ZCTA5 16475,2275,10,4,0,1043,2,147,1069,16475
ZCTA5 16501,2241,102,7,4,498,34,186,1372,16501
ZCTA5 16502,15435,1060,25,4,2498,348,1490,9866,16502
ZCTA5 16503,15328,1029,26,8,5395,743,2206,5829,16503
ZCTA5 16504,16135,882,41,8,2113,686,1061,11269,16504
ZCTA5 16505,16437,627,13,3,245,151,469,14893,16505
ZCTA5 16506,23918,797,24,0,495,972,649,20923,16506
ZCTA5 16507,9429,601,22,3,2122,290,818,5479,16507
ZCTA5 16508,15172,830,13,4,1056,321,810,12078,16508
ZCTA5 16509,28005,995,21,2,719,997,713,24463,16509
ZCTA5 16510,24515,1082,18,13,2093,1006,1319,18884,16510
ZCTA5 16511,11347,484,5,0,667,213,523,9411,16511
ZCTA5 16546,1166,6,3,1,46,19,44,1047,16546
ZCTA5 16550,0,0,0,0,0,0,0,0,16550
ZCTA5 16563,1466,19,0,0,189,2,84,1172,16563
ZCTA5 16601,32764,1370,47,2,1287,227,536,29157,16601
ZCTA5 16602,27996,1227,33,3,792,194,474,25162,16602
ZCTA5 16611,2376,89,4,0,15,3,43,2212,16611
ZCTA5 16613,1528,29,1,0,0,2,16,1480,16613
ZCTA5 16616,112,1,0,0,0,0,1,110,16616
ZCTA5 16617,2655,106,1,0,20,8,24,2487,16617
ZCTA5 16619,348,10,2,0,0,0,1,335,16619
ZCTA5 16620,415,3,2,0,0,2,7,401,16620
ZCTA5 16621,646,5,7,0,4,0,6,624,16621
ZCTA5 16622,116,3,0,0,5,0,1,107,16622
ZCTA5 16623,480,11,0,0,0,0,3,466,16623
ZCTA5 16624,267,6,1,0,0,1,0,259,16624
ZCTA5 16625,3402,103,0,0,10,6,41,3233,16625
ZCTA5 16627,2199,86,5,0,22,5,31,2050,16627
ZCTA5 16630,4679,148,3,1,53,35,49,4380,16630
ZCTA5 16631,85,3,0,0,0,1,2,79,16631
ZCTA5 16633,181,2,0,0,0,0,2,177,16633
ZCTA5 16634,283,9,0,0,3,2,4,265,16634
ZCTA5 16635,11661,263,10,0,100,142,132,10980,16635
ZCTA5 16636,722,18,0,0,0,1,1,696,16636
ZCTA5 16637,2463,75,1,0,11,1,17,2350,16637
ZCTA5 16638,73,2,1,0,0,0,1,69,16638
ZCTA5 16639,1212,37,1,1,2,1,7,1161,16639
ZCTA5 16640,1064,44,0,0,3,1,8,1003,16640
ZCTA5 16641,2527,80,1,0,6,6,33,2398,16641
ZCTA5 16645,127,5,0,0,0,0,0,122,16645
ZCTA5 16646,2440,59,4,0,3,1,24,2346,16646
ZCTA5 16647,762,25,3,0,0,0,2,732,16647
ZCTA5 16648,15149,387,10,4,134,221,172,14202,16648
ZCTA5 16650,1826,38,0,0,4,3,13,1768,16650
ZCTA5 16651,5796,70,1,0,1105,18,239,4362,16651
ZCTA5 16652,15955,370,17,6,856,175,322,14165,16652
ZCTA5 16654,2011,2,3,0,1084,6,174,742,16654
ZCTA5 16655,1451,28,5,0,3,0,11,1401,16655
ZCTA5 16656,1137,18,3,0,2,1,9,1103,16656
ZCTA5 16657,1260,49,4,0,21,6,10,1164,16657
ZCTA5 16659,261,4,0,0,0,0,1,256,16659
ZCTA5 16661,1007,23,0,0,1,0,12,965,16661
ZCTA5 16662,5574,106,4,1,11,10,71,5364,16662
ZCTA5 16664,2089,52,1,0,6,13,17,1998,16664
ZCTA5 16665,324,8,0,0,2,1,3,310,16665
ZCTA5 16666,2643,61,2,0,6,9,27,2534,16666
ZCTA5 16667,1368,43,2,0,4,0,2,1316,16667
ZCTA5 16668,3409,108,0,0,6,4,43,3244,16668
ZCTA5 16669,2034,51,2,0,10,1,29,1935,16669
ZCTA5 16670,133,8,0,0,2,1,0,122,16670
ZCTA5 16671,491,11,0,0,2,0,4,474,16671
ZCTA5 16672,187,1,0,0,0,0,0,186,16672
ZCTA5 16673,5317,130,2,0,16,14,50,5101,16673
ZCTA5 16674,484,17,0,0,1,1,5,460,16674
ZCTA5 16675,102,2,0,0,0,0,0,100,16675
ZCTA5 16677,416,4,0,0,0,0,3,409,16677
ZCTA5 16678,2548,67,2,0,12,2,25,2439,16678
ZCTA5 16679,734,12,0,0,0,0,12,709,16679
ZCTA5 16680,416,9,0,0,1,1,2,398,16680
ZCTA5 16682,206,3,2,0,0,1,1,198,16682
ZCTA5 16683,395,10,0,0,0,1,25,354,16683
ZCTA5 16684,65,1,1,0,0,0,1,62,16684
ZCTA5 16685,279,8,0,0,3,0,3,265,16685
ZCTA5 16686,13861,428,21,1,74,35,157,13121,16686
ZCTA5 16689,379,8,1,0,0,0,2,368,16689
ZCTA5 16691,352,7,0,0,0,0,1,344,16691
ZCTA5 16692,807,28,1,0,3,1,3,771,16692
ZCTA5 16693,4061,96,3,1,11,11,60,3879,16693
ZCTA5 16694,320,4,0,0,1,0,2,313,16694
ZCTA5 16695,967,21,0,0,2,2,12,930,16695
ZCTA5 16699,0,0,0,0,0,0,0,0,16699
ZCTA5 16701,16887,727,68,2,260,124,286,15367,16701
ZCTA5 16720,1126,31,1,0,2,4,10,1074,16720
ZCTA5 16724,94,1,0,0,1,0,0,92,16724
ZCTA5 16725,128,6,0,0,0,5,0,117,16725
ZCTA5 16726,493,15,0,0,2,1,6,469,16726
ZCTA5 16727,196,9,0,0,1,0,5,180,16727
ZCTA5 16729,745,38,0,0,0,0,0,707,16729
ZCTA5 16730,165,6,0,0,0,0,0,159,16730
ZCTA5 16731,2607,101,7,0,3,9,15,2465,16731
ZCTA5 16732,251,20,0,0,0,0,0,231,16732
ZCTA5 16733,195,0,0,0,0,1,4,190,16733
ZCTA5 16734,207,2,0,0,0,0,1,204,16734
ZCTA5 16735,6208,243,4,0,22,22,74,5836,16735
ZCTA5 16738,1985,20,3,0,543,9,170,1240,16738
ZCTA5 16740,930,28,4,0,0,2,5,891,16740
ZCTA5 16743,3933,181,11,0,9,5,36,3683,16743
ZCTA5 16744,219,3,2,0,0,3,1,210,16744
ZCTA5 16745,555,19,1,0,0,0,1,534,16745
ZCTA5 16746,1099,24,0,0,4,2,29,1040,16746
ZCTA5 16748,2831,73,5,0,5,2,35,2711,16748
ZCTA5 16749,3852,132,2,0,6,11,36,3661,16749
ZCTA5 16750,453,22,1,0,2,0,8,418,16750
ZCTA5 16801,42446,1608,24,24,1212,4618,2208,32519,16801
ZCTA5 16802,12977,729,0,0,317,800,591,10528,16802
ZCTA5 16803,24751,886,13,3,1052,5265,1171,16246,16803
ZCTA5 16820,1106,12,3,0,1,0,11,1076,16820
ZCTA5 16821,249,6,0,0,0,0,7,236,16821
ZCTA5 16822,2189,75,1,0,5,4,18,2082,16822
ZCTA5 16823,29345,729,25,9,2320,197,914,25071,16823
ZCTA5 16825,254,4,0,0,0,1,3,246,16825
ZCTA5 16826,581,15,2,0,0,0,4,560,16826
ZCTA5 16827,4995,202,12,0,188,146,132,4297,16827
ZCTA5 16828,4377,119,4,0,20,14,57,4146,16828
ZCTA5 16829,676,18,0,0,0,0,2,656,16829
ZCTA5 16830,13121,400,13,0,102,75,167,12341,16830
ZCTA5 16832,469,17,0,1,3,0,15,427,16832
ZCTA5 16833,5309,129,1,0,23,6,39,5095,16833
ZCTA5 16834,266,2,0,0,0,0,0,264,16834
ZCTA5 16835,226,6,2,0,0,0,3,212,16835
ZCTA5 16836,1167,30,1,0,1,3,6,1126,16836
ZCTA5 16837,190,2,0,0,0,1,1,186,16837
ZCTA5 16838,1720,43,2,0,3,2,12,1657,16838
ZCTA5 16839,465,20,0,0,0,0,1,444,16839
ZCTA5 16840,366,15,1,0,0,1,4,345,16840
ZCTA5 16841,5601,142,6,0,13,18,49,5371,16841
ZCTA5 16843,702,21,0,0,3,1,10,667,16843
ZCTA5 16844,2644,65,2,0,10,8,23,2518,16844
ZCTA5 16845,1055,13,0,0,164,1,49,828,16845
ZCTA5 16847,313,5,0,0,0,0,0,308,16847
ZCTA5 16848,254,9,0,0,0,0,0,245,16848
ZCTA5 16849,318,10,0,0,0,0,0,308,16849
ZCTA5 16851,956,53,0,1,23,37,40,798,16851
ZCTA5 16852,350,8,0,0,0,0,5,337,16852
ZCTA5 16853,404,10,0,0,3,0,12,377,16853
ZCTA5 16854,884,19,2,0,1,0,14,846,16854
ZCTA5 16855,305,7,0,0,0,0,3,295,16855
ZCTA5 16856,159,0,0,0,0,0,2,157,16856
ZCTA5 16858,3847,91,5,0,5,0,19,3724,16858
ZCTA5 16859,460,10,0,0,0,1,6,443,16859
ZCTA5 16860,380,16,2,0,2,0,0,359,16860
ZCTA5 16861,316,8,0,0,0,0,2,306,16861
ZCTA5 16863,727,24,2,0,0,0,3,698,16863
ZCTA5 16864,64,0,0,0,0,0,0,64,16864
ZCTA5 16865,1575,76,3,0,7,12,33,1418,16865
ZCTA5 16866,9850,221,20,0,210,120,1407,7860,16866
ZCTA5 16868,640,20,0,0,12,11,7,586,16868
ZCTA5 16870,7452,289,5,0,72,189,188,6684,16870
ZCTA5 16871,33,4,1,0,0,0,0,28,16871
ZCTA5 16872,1584,12,2,0,3,2,16,1548,16872
ZCTA5 16874,1264,26,0,0,3,4,10,1221,16874
ZCTA5 16875,4031,119,1,1,14,12,30,3845,16875
ZCTA5 16876,295,15,0,0,0,1,1,278,16876
ZCTA5 16877,1684,57,0,0,9,8,28,1582,16877
ZCTA5 16878,1862,64,0,0,2,3,5,1784,16878
ZCTA5 16879,342,22,2,0,0,0,0,317,16879
ZCTA5 16881,1923,52,1,0,1,2,14,1848,16881
ZCTA5 16882,482,13,0,0,1,0,3,459,16882
ZCTA5 16901,10561,318,21,2,38,89,169,9894,16901
ZCTA5 16910,72,0,0,0,0,0,1,71,16910
ZCTA5 16911,164,6,0,0,0,1,0,157,16911
ZCTA5 16912,2060,91,4,0,2,6,48,1904,16912
ZCTA5 16914,2248,113,4,1,7,9,23,2091,16914
ZCTA5 16915,5756,227,13,0,15,50,110,5321,16915
ZCTA5 16917,1464,54,5,0,3,4,20,1372,16917
ZCTA5 16920,1977,101,6,0,18,0,27,1821,16920
ZCTA5 16921,563,16,0,0,1,0,2,543,16921
ZCTA5 16922,1775,38,2,0,9,4,12,1703,16922
ZCTA5 16923,1360,47,2,0,2,4,17,1276,16923
ZCTA5 16925,3328,127,7,0,1,7,42,3139,16925
ZCTA5 16926,875,18,1,0,2,0,8,845,16926
ZCTA5 16927,595,7,0,0,0,1,2,584,16927
ZCTA5 16928,1327,58,1,3,5,2,27,1228,16928
ZCTA5 16929,2506,118,2,1,6,3,35,2336,16929
ZCTA5 16930,1255,36,2,0,10,3,9,1193,16930
ZCTA5 16932,669,21,2,0,5,3,8,628,16932
ZCTA5 16933,6643,260,13,0,197,51,181,5915,16933
ZCTA5 16935,1194,47,0,0,3,4,9,1130,16935
ZCTA5 16936,2111,84,2,0,4,5,22,1989,16936
ZCTA5 16937,152,7,0,0,0,0,0,145,16937
ZCTA5 16938,711,29,0,0,4,1,12,664,16938
ZCTA5 16939,198,4,2,0,2,0,1,189,16939
ZCTA5 16940,58,2,1,0,0,0,0,55,16940
ZCTA5 16941,48,0,0,0,0,0,3,45,16941
ZCTA5 16942,716,11,1,0,1,0,19,684,16942
ZCTA5 16943,462,17,1,0,0,0,6,434,16943
ZCTA5 16946,2524,91,3,0,13,8,16,2390,16946
ZCTA5 16947,4759,106,7,1,28,15,60,4540,16947
ZCTA5 16948,1669,33,0,0,8,2,28,1595,16948
ZCTA5 16950,3463,90,1,1,7,8,29,3325,16950
ZCTA5 17002,665,3,0,0,0,0,0,662,17002
ZCTA5 17003,12329,328,8,1,149,198,601,11009,17003
ZCTA5 17004,5414,72,11,0,16,3,45,5262,17004
ZCTA5 17005,309,7,0,1,0,0,7,294,17005
ZCTA5 17006,1071,30,0,1,1,5,39,992,17006
ZCTA5 17007,5954,251,3,1,44,49,158,5415,17007
ZCTA5 17009,1920,53,0,0,17,5,48,1790,17009
ZCTA5 17010,113,2,0,0,2,0,4,105,17010
ZCTA5 17011,36184,1284,52,10,2303,1885,2411,28049,17011
ZCTA5 17013,36578,1719,42,19,2810,1124,2113,28628,17013
ZCTA5 17014,213,7,0,0,0,0,2,204,17014
ZCTA5 17015,22316,693,15,6,244,259,587,20459,17015
ZCTA5 17016,508,1,0,0,9,0,19,477,17016
ZCTA5 17017,1723,34,0,1,2,2,14,1666,17017
ZCTA5 17018,4324,129,4,0,53,20,104,4014,17018
ZCTA5 17019,19156,593,10,6,156,220,524,17567,17019
ZCTA5 17020,8587,336,8,0,50,44,176,7951,17020
ZCTA5 17021,875,23,0,1,2,0,9,840,17021
ZCTA5 17022,31163,913,25,6,479,432,1456,27752,17022
ZCTA5 17023,3298,74,3,0,16,31,76,3091,17023
ZCTA5 17024,1964,49,1,0,3,4,26,1877,17024
ZCTA5 17025,17664,698,28,13,625,1195,824,14177,17025
ZCTA5 17026,3651,108,0,0,42,16,149,3316,17026
ZCTA5 17027,3420,141,3,0,180,371,246,2472,17027
ZCTA5 17028,3448,93,8,2,32,29,358,2889,17028
ZCTA5 17029,350,12,1,0,2,0,14,321,17029
ZCTA5 17030,523,15,2,0,2,4,12,488,17030
ZCTA5 17032,7816,196,1,2,51,41,121,7381,17032
ZCTA5 17033,16414,620,8,11,826,1138,1755,11993,17033
ZCTA5 17034,2765,192,7,0,422,23,425,1673,17034
ZCTA5 17035,734,26,0,0,1,0,3,704,17035
ZCTA5 17036,24146,994,23,1,868,1784,1218,19190,17036
ZCTA5 17037,993,9,6,0,2,1,25,947,17037
ZCTA5 17038,7842,203,8,2,42,65,436,7057,17038
ZCTA5 17039,34,1,0,0,0,0,0,33,17039
ZCTA5 17040,2555,86,0,0,4,5,43,2408,17040
ZCTA5 17041,194,3,0,0,0,0,0,191,17041
ZCTA5 17042,40618,1024,38,10,1082,672,7034,30621,17042
ZCTA5 17043,6184,335,11,4,324,162,514,4795,17043
ZCTA5 17044,20681,644,29,0,247,93,641,18972,17044
ZCTA5 17045,3322,84,4,0,37,17,56,3107,17045
ZCTA5 17046,31272,681,26,8,729,330,10263,19150,17046
ZCTA5 17047,2688,24,2,0,18,5,61,2569,17047
ZCTA5 17048,4006,128,5,2,28,12,88,3733,17048
ZCTA5 17049,3121,57,2,0,15,7,60,2968,17049
ZCTA5 17050,42722,1425,44,18,1071,6747,1640,31609,17050
ZCTA5 17051,4425,84,0,0,13,5,52,4265,17051
ZCTA5 17052,1514,56,0,1,12,1,12,1432,17052
ZCTA5 17053,5127,208,16,2,56,23,154,4664,17053
ZCTA5 17054,147,1,2,0,0,0,0,144,17054
ZCTA5 17055,40353,1378,67,34,1901,1395,1719,33683,17055
ZCTA5 17056,57,3,0,0,0,0,0,54,17056
ZCTA5 17057,23112,1089,32,18,1658,790,2000,17417,17057
ZCTA5 17058,1779,45,0,0,19,4,189,1520,17058
ZCTA5 17059,7655,148,12,3,34,41,474,6933,17059
ZCTA5 17060,1152,14,0,0,3,2,8,1124,17060
ZCTA5 17061,6966,178,7,1,103,44,164,6453,17061
ZCTA5 17062,4096,116,1,0,12,13,45,3896,17062
ZCTA5 17063,3484,87,0,0,19,7,75,3295,17063
ZCTA5 17064,847,17,0,1,3,14,18,787,17064
ZCTA5 17065,4265,151,2,2,76,46,145,3829,17065
ZCTA5 17066,4883,254,3,0,225,8,99,4283,17066
ZCTA5 17067,15677,235,7,3,146,105,594,14546,17067
ZCTA5 17068,4302,124,5,0,46,10,76,4037,17068
ZCTA5 17069,316,4,0,0,0,2,6,304,17069
ZCTA5 17070,16359,643,14,3,444,254,978,13949,17070
ZCTA5 17071,151,1,0,0,0,2,4,144,17071
ZCTA5 17073,5927,146,3,4,40,29,185,5508,17073
ZCTA5 17074,7552,286,2,0,56,11,165,6998,17074
ZCTA5 17075,119,2,0,0,0,0,1,116,17075
ZCTA5 17076,36,4,0,0,2,0,0,30,17076
ZCTA5 17077,105,0,0,0,0,0,9,95,17077
ZCTA5 17078,23496,766,22,5,316,792,1037,20463,17078
ZCTA5 17080,292,3,3,0,8,0,23,255,17080
ZCTA5 17081,443,11,0,1,0,2,14,410,17081
ZCTA5 17082,3282,68,4,0,20,7,87,3085,17082
ZCTA5 17084,4341,100,3,0,16,28,39,4153,17084
ZCTA5 17086,2343,38,0,1,11,8,33,2247,17086
ZCTA5 17087,2787,61,3,2,13,15,114,2574,17087
ZCTA5 17088,668,16,0,0,9,2,22,616,17088
ZCTA5 17090,5093,176,8,0,16,11,63,4800,17090
ZCTA5 17093,705,23,5,0,15,10,25,623,17093
ZCTA5 17094,2339,49,0,0,10,5,47,2219,17094
ZCTA5 17097,845,19,0,0,3,7,21,795,17097
